"id","flowers","scientific_name","observed_on","latitude","longitude"
22918752,"1","Claytonia virginica","2019-04-22",40.0948066711,-80.6623916626
22921759,"1","Claytonia virginica","2019-04-22",42.321134,-89.9425511944
22943887,"1","Claytonia virginica","2019-04-23",38.99816291,-77.53482432
22944081,"1","Claytonia virginica","2019-04-23",40.1599888333,-75.25273
22948252,"1","Claytonia virginica","2019-04-23",39.95234092,-83.44935028
22952009,"1","Claytonia virginica","2019-04-23",38.90753,-77.322425
22953924,"1","Claytonia virginica","2019-04-23",39.8803282721,-84.3439760397
22957659,"1","Claytonia virginica","2019-04-23",41.5586077329,-81.4060217702
22961179,"1","Claytonia virginica","2019-04-20",40.6628883333,-80.389375
22962144,"1","Claytonia virginica","2019-04-23",42.24926645,-83.92280823
22963340,"1","Claytonia virginica","2019-04-23",38.5227464419,-89.9512733147
22969794,"1","Claytonia virginica","2019-04-17",40.17190686,-83.14236191
22975530,"1","Claytonia virginica","2019-04-23",41.9838248002,-87.7477859706
22975896,"1","Claytonia virginica","2019-04-21",38.7884,-77.21301
22989908,"1","Claytonia virginica","2019-04-23",39.6694021134,-78.4649126385
22996530,"1","Claytonia virginica","2019-04-24",40.149471283,-88.954498291
22996839,"1","Claytonia virginica","2019-04-24",42.3503133333,-83.2511
22997916,"1","Claytonia virginica","2019-04-24",41.5953894938,-90.4453943857
23000194,"1","Claytonia virginica","2019-04-24",42.14963495,-87.7850265
23004514,"1","Claytonia virginica","2019-04-24",40.6114966667,-81.6239916667
23010975,"1","Claytonia virginica","2019-04-24",42.6834016387,-84.6354098898
23014230,"1","Claytonia virginica","2019-04-24",40.25786467,-79.2457143
23015922,"1","Claytonia virginica","2019-04-04",37.5457751187,-77.5121171324
23016527,"1","Claytonia virginica","2019-04-24",40.7690883333,-74.5335833333
23019497,"1","Claytonia virginica","2019-04-24",35.6846961975,-83.5381851196
23028269,"1","Claytonia virginica","2019-04-24",39.2306213379,-76.7597045898
23028602,"1","Claytonia virginica","2019-04-24",42.1838663103,-87.7911750911
23039310,"1","Claytonia virginica","2019-04-11",37.1828422546,-86.0883331299
23046956,"1","Claytonia virginica","2019-03-27",36.0408638333,-85.7414033333
23051217,"1","Claytonia virginica","2019-04-25",41.8183216667,-88.0802611667
23058148,"1","Claytonia virginica","2019-04-25",42.670565215,-84.3792922889
23061011,"1","Claytonia virginica","2019-04-25",41.274575335,-81.5689450969
23061830,"1","Claytonia virginica","2019-04-24",42.2129833333,-88.1203833333
23067348,"1","Claytonia virginica","2019-04-25",44.90145,-93.1957466667
23081005,"1","Claytonia virginica","2019-04-25",42.1522138333,-87.7819883333
23085047,"1","Claytonia virginica","2019-04-25",44.4925466667,-76.0198221667
23086349,"1","Claytonia virginica","2019-04-25",43.2792222222,-79.9145277778
23092416,"1","Claytonia virginica","2019-04-21",40.46775,-74.5736083333
23123190,"1","Claytonia virginica","2019-04-26",40.8661355191,-73.9316627918
23126356,"1","Claytonia virginica","2019-04-25",43.00175555,-85.5249116667
23136101,"1","Claytonia virginica","2019-04-26",38.6390498327,-90.2998185811
23137958,"1","Claytonia virginica","2019-04-26",38.8371679327,-77.2791065835
23138412,"1","Claytonia virginica","2019-04-26",38.6424743431,-90.3022153863
23146480,"1","Claytonia virginica","2019-04-26",38.85029343,-77.1911586263
23181761,"1","Claytonia virginica","2019-04-14",41.1800654,-95.917763
23208448,"1","Claytonia virginica","2019-04-26",38.8504074002,-77.1908903216
23227772,"1","Claytonia virginica","2019-04-26",41.4394633333,-81.8452616667
23236849,"1","Claytonia virginica","2019-04-26",41.8164432049,-88.0846831576
23259637,"1","Claytonia virginica","2019-04-26",40.2393527778,-76.4538027778
23286331,"U","Claytonia virginica","2019-04-26",41.101445,-81.441779
23377125,"1","Claytonia virginica","2019-04-27",41.97956246,-87.74378609
23380490,"1","Claytonia virginica","2019-04-27",39.93190593,-75.21088724
23382153,"1","Claytonia virginica","2019-04-27",42.6026333333,-83.1027666667
23386567,"1","Claytonia virginica","2019-04-27",41.8717327505,-86.6225400189
23387783,"1","Claytonia virginica","2019-04-24",41.842297964,-88.2631559615
23391004,"1","Claytonia virginica","2019-04-27",38.8313674927,-77.1324615479
23391789,"1","Claytonia virginica","2019-04-27",38.8864164191,-77.3295606349
23407678,"1","Claytonia virginica","2019-04-27",41.8369377545,-86.6263552197
23417320,"1","Claytonia virginica","2019-04-27",40.75655807,-77.22556566
23419029,"1","Claytonia virginica","2019-04-27",38.7794761658,-77.3718261719
23430879,"1","Claytonia virginica","2019-04-27",39.1315040588,-76.8925857544
23436079,"1","Claytonia virginica","2019-04-27",40.89718475,-73.9128758
23443646,"1","Claytonia virginica","2019-04-27",39.29568851,-76.78212259
23482768,"1","Claytonia virginica","2019-04-27",38.7181234181,-77.328486035
23483345,"1","Claytonia virginica","2019-04-27",39.263375,-77.2755283333
23499111,"1","Claytonia virginica","2019-04-27",39.367854065,-77.3877875134
23501160,"1","Claytonia virginica","2019-04-27",40.604695,-80.001144445
23516259,"1","Claytonia virginica","2019-04-26",38.6384593757,-90.3019155061
23548894,"1","Claytonia virginica","2019-04-23",43.0451068769,-89.4248257068
23556694,"1","Claytonia virginica","2019-04-27",42.0088,-87.7909466667
23564929,"1","Claytonia virginica","2019-04-27",39.306275,-76.6950916667
23577799,"1","Claytonia virginica","2019-04-27",40.3205879359,-80.1038148191
23608798,"1","Claytonia virginica","2019-04-27",39.306388855,-76.6966629028
23619180,"1","Claytonia virginica","2019-04-27",40.5051368041,-80.3618168458
23630295,"1","Claytonia virginica","2019-04-28",38.9651333333,-77.1559
23640962,"1","Claytonia virginica","2019-04-27",41.731155,-81.3182666667
23644339,"1","Claytonia virginica","2019-04-28",40.05016793,-75.16851755
23662051,"1","Claytonia virginica","2019-04-28",38.4759629332,-90.8254986071
23663243,"1","Claytonia virginica","2019-04-27",39.0246974677,-77.1573083942
23668770,"1","Claytonia virginica","2019-04-28",38.4760186129,-90.8255048101
23671821,"1","Claytonia virginica","2019-04-28",40.3941958398,-74.6636287496
23682256,"1","Claytonia virginica","2019-04-28",38.9381106058,-77.2628552467
23702091,"1","Claytonia virginica","2019-04-28",41.1565507274,-87.9194167889
23706177,"1","Claytonia virginica","2019-04-28",35.6225616667,-82.5664216667
23707533,"1","Claytonia virginica","2019-04-28",43.1354680611,-85.625150716
23711929,"1","Claytonia virginica","2019-04-17",35.2969223928,-93.1611687317
23737235,"1","Claytonia virginica","2019-04-28",39.72537285,-75.74274392
23750515,"1","Claytonia virginica","2019-04-28",40.8965650774,-73.878726818
23754421,"1","Claytonia virginica","2019-04-27",38.449,-90.6588333333
23794759,"1","Claytonia virginica","2019-04-28",38.8747894764,-76.8027954642
23797976,"1","Claytonia virginica","2019-04-27",42.2346668,-82.7392658
23804012,"1","Claytonia virginica","2019-04-27",40.0282496236,-75.0113088931
23805601,"1","Claytonia virginica","2019-04-26",38.8257783333,-77.13185
23922427,"1","Claytonia virginica","2019-04-28",38.8981628418,-77.0659866333
23961167,"1","Claytonia virginica","2019-04-27",34.8916282654,-94.6011581421
23962959,"1","Claytonia virginica","2019-04-29",39.800693512,-75.2429962158
23973958,"1","Claytonia virginica","2019-04-29",43.1751380582,-78.9252428804
24002463,"1","Claytonia virginica","2019-04-28",35.6511611938,-97.3763046265
24019912,"1","Claytonia virginica","2019-04-29",40.8901679622,-73.8877713619
24025108,"1","Claytonia virginica","2019-04-29",38.8970298767,-77.3147735596
24041717,"1","Claytonia virginica","2019-04-29",40.8536272729,-73.8214323018
24043446,"1","Claytonia virginica","2019-04-29",38.961955646,-77.3237605427
24044558,"1","Claytonia virginica","2019-04-29",40.8510827786,-73.8210474887
24080048,"1","Claytonia virginica","2019-04-29",40.5388526917,-74.1708755493
24084234,"1","Claytonia virginica","2019-04-29",39.87120506,-86.12827655
24093692,"1","Claytonia virginica","2019-04-28",38.6377372742,-90.2935409546
24136778,"1","Claytonia virginica","2019-04-27",38.8474,-77.1015028333
24187594,"1","Claytonia virginica","2019-04-29",36.1444816589,-78.8469161987
24187791,"1","Claytonia virginica","2019-04-22",42.2402166667,-83.0498111667
24193369,"1","Claytonia virginica","2019-04-30",39.0863406659,-82.669767011
24226275,"1","Claytonia virginica","2019-04-30",42.9468716355,-77.3093568721
24268991,"1","Claytonia virginica","2019-04-26",38.8219714366,-77.5386472922
24307625,"1","Claytonia virginica","2019-05-01",42.14965,-87.7850333333
24317842,"1","Claytonia virginica","2019-05-01",39.6694686602,-85.7383963466
24327057,"1","Claytonia virginica","2019-04-28",42.7165028581,-84.4748355076
24330652,"1","Claytonia virginica","2019-04-26",41.605588,-87.565694
24334194,"1","Claytonia virginica","2019-04-30",43.1380629829,-81.479129178
24343012,"1","Claytonia virginica","2019-05-01",40.9518920751,-80.167973769
24353362,"1","Claytonia virginica","2019-04-26",41.3251762222,-88.7287368611
24380775,"1","Claytonia virginica","2019-05-02",42.4116466667,-83.8012383333
24413027,"1","Claytonia virginica","2019-05-02",40.0112527833,-82.8355033333
24447931,"1","Claytonia virginica","2019-04-20",35.7688366667,-90.6973033333
24453009,"1","Claytonia virginica","2019-05-03",41.9811026752,-87.7409606707
24472467,"1","Claytonia virginica","2019-05-03",39.3599383333,-77.6623916667
24501102,"1","Claytonia virginica","2019-05-01",40.7169866667,-74.5265283333
24527676,"1","Claytonia virginica","2019-05-04",41.7825921346,-93.7770600804
24532627,"1","Claytonia virginica","2019-05-04",41.3183157519,-83.4234466218
24557556,"1","Claytonia virginica","2019-05-04",42.2189535354,-87.9270727751
24559369,"1","Claytonia virginica","2019-05-04",42.839773454,-87.8854198381
24589336,"1","Claytonia virginica","2019-05-05",42.71902631,-84.37204999
24596998,"1","Claytonia virginica","2019-05-05",43.0563245719,-86.0663125897
24603808,"1","Claytonia virginica","2019-05-04",44.0602834465,-92.0487753228
24613687,"1","Claytonia virginica","2019-05-05",44.5306366667,-76.3725133333
24631725,"1","Claytonia virginica","2019-05-05",45.17057,-92.35081
24631841,"1","Claytonia virginica","2019-05-05",43.5800763889,-79.5764297222
24641480,"1","Claytonia virginica","2015-04-10",39.9983398,-88.6517012
24667986,"1","Claytonia virginica","2019-05-06",41.6143144062,-91.7043963914
24681964,"1","Claytonia virginica","2019-05-05",43.0631345804,-79.3260633945
24696974,"1","Claytonia virginica","2019-05-04",42.1898860293,-88.16536067
24702560,"1","Claytonia virginica","2019-04-23",42.4927759779,-83.3835643639
24703441,"1","Claytonia virginica","2019-05-05",43.2655588239,-80.35909537
24707102,"1","Claytonia virginica","2019-05-04",41.841155,-86.62455
24743583,"1","Claytonia virginica","2019-05-07",42.2646743199,-88.8767316845
24745248,"1","Claytonia virginica","2019-05-07",42.9876740277,-85.4682165944
24787492,"1","Claytonia virginica","2019-04-18",39.869860732,-75.6777088624
24789648,"1","Claytonia virginica","2019-05-04",43.4508647229,-89.8277603367
24802506,"1","Claytonia virginica","2019-05-06",41.8262314924,-87.9321710775
24813018,"1","Claytonia virginica","2019-05-05",42.6857320854,-89.4849944188
24848866,"1","Claytonia virginica","2019-05-09",42.88605664,-88.23340484
24862611,"1","Claytonia virginica","2019-05-07",42.9772866667,-91.1330111667
24931178,"1","Claytonia virginica","2019-05-11",41.8202340883,-87.8301944957
24935890,"1","Claytonia virginica","2019-05-10",45.59217,-94.38172
24956314,"1","Claytonia virginica","2019-05-11",44.6829383333,-76.3801416667
24967026,"1","Claytonia virginica","2019-05-11",41.9355166667,-82.510855
25008778,"1","Claytonia virginica","2019-05-12",41.9965731958,-89.4651910757
25011525,"1","Claytonia virginica","2019-05-12",42.5580592382,-89.0478157997
25017116,"1","Claytonia virginica","2019-05-11",43.448323,-89.816933
25021012,"1","Claytonia virginica","2019-04-27",40.5669514,-83.6181927
25032448,"1","Claytonia virginica","2019-05-12",43.41868951,-80.8411846841
25066902,"1","Claytonia virginica","2019-05-02",43.3841366667,-80.3465716667
25092594,"1","Claytonia virginica","2019-05-11",42.120552152,-71.2120163884
25110110,"1","Claytonia virginica","2019-05-14",42.99348,-91.1196528333
25126745,"1","Claytonia virginica","2019-05-14",45.3739900227,-92.6922966703
25135562,"1","Claytonia virginica","2019-05-12",46.5084179086,-92.9049133838
25142363,"1","Claytonia virginica","2019-05-14",42.6798091539,-82.6273974694
25173563,"1","Claytonia virginica","2019-05-15",42.1721633333,-79.4191966667
25176329,"1","Claytonia virginica","2019-05-15",42.06448261,-87.67555165
25177739,"1","Claytonia virginica virginica","2019-05-15",43.5889857437,-80.6191590705
25179478,"1","Claytonia virginica","2019-05-15",40.2931412263,-74.7242873256
25181399,"1","Claytonia virginica","2019-05-15",45.1070117261,-75.6117379898
25190919,"1","Claytonia virginica","2019-04-23",42.1613502502,-88.2795028687
25192423,"1","Claytonia virginica","2019-05-15",43.906045,-76.9866866667
25212451,"0","Claytonia virginica","2019-03-27",37.832007992,-84.3848001953
25233525,"1","Claytonia virginica","2019-05-16",42.3020657821,-83.6767337912
25243221,"1","Claytonia virginica","2019-05-02",41.0819778333,-74.184975
25366172,"1","Claytonia virginica","2019-05-19",41.641186104,-87.0743895684
25456141,"1","Claytonia virginica","2019-05-19",41.1487128091,-87.2714242299
25469173,"1","Claytonia virginica","2019-05-20",45.3667882036,-73.4859928116
25580100,"1","Claytonia virginica","2019-05-22",44.6469770328,-90.1888197556
25634174,"1","Claytonia virginica","2019-05-21",43.1796377993,-79.8180569099
25671603,"1","Claytonia virginica","2019-05-13",43.38539333,-89.79865267
25693484,"1","Claytonia virginica","2019-04-30",39.0864857778,-82.6695511944
25770523,"1","Claytonia virginica","2019-05-24",40.4696214344,-81.9987149304
25816599,"1","Claytonia virginica","2019-05-25",44.3007347188,-76.0255331174
25821879,"1","Claytonia virginica","2019-05-26",46.648845,-92.3852616667
25977442,"1","Claytonia virginica","2019-03-22",37.2702054983,-76.7227764604
26055589,"1","Claytonia virginica","2019-04-18",41.3040797984,-81.392732161
26088890,"1","Claytonia virginica","2019-05-04",41.6368779,-80.891551
26124596,"1","Claytonia virginica","2019-05-06",41.9362656571,-82.5126244377
26184563,"1","Claytonia virginica","2019-06-01",46.16794689,-92.83294083
26307324,"1","Claytonia virginica","2019-06-02",47.1389388333,-92.6480466667
26485561,"1","Claytonia virginica","2019-05-26",41.1704883333,-73.5210583333
26582258,"1","Claytonia virginica","2019-04-05",35.2939802,-94.1388182
26641443,"1","Claytonia virginica","2019-04-09",38.5533033333,-77.1845033333
26783692,"1","Claytonia virginica","2019-06-08",43.5481850584,-85.608293256
27243724,"1","Claytonia virginica","2019-04-28",40.1314506531,-88.1407928467
28585430,"1","Claytonia virginica","2019-05-21",46.9201666667,-92.862305
29431854,"1","Claytonia virginica","2014-05-15",45.3908528245,-92.6553110928
30728969,"1","Claytonia virginica","2019-08-12",36.9919965507,-86.4475596289
30762795,"1","Claytonia virginica","2013-04-25",41.2485493,-80.7512345
30892513,"1","Claytonia virginica","2019-04-08",35.8113531482,-78.7142262113
30958875,"1","Claytonia virginica","2018-04-14",38.975026,-77.204576
31757681,"1","Claytonia virginica","2019-04-15",39.9022963,-76.3666964
31761416,"1","Claytonia virginica","2011-05-10",44.5076716,-76.5531634
31790783,"1","Claytonia virginica","2019-04-08",38.6132616667,-90.2641533333
31812658,"1","Claytonia virginica","2018-04-11",40.1595528333,-80.6099466667
32189336,"1","Claytonia virginica","2015-04-26",42.032468553,-93.6536689198
32412353,"1","Claytonia virginica","2019-04-22",42.9949216667,-79.7365566667
32422981,"1","Claytonia virginica","2015-05-14",45.2720255085,-74.1785128177
32513403,"1","Claytonia virginica","2019-05-05",41.937035,-82.513005
33228101,"1","Claytonia virginica","2019-05-22",43.4577553516,-79.7431093454
33543372,"1","Claytonia virginica","2018-05-02",38.9130189,-77.3606787
34884080,"1","Claytonia virginica","2019-03-30",36.414306,-81.384927
35138476,"1","Claytonia virginica","2019-05-17",44.5319888889,-76.2039638889
35676911,"1","Claytonia virginica","2019-04-17",40.371607294,-75.010638535
36271013,"1","Claytonia virginica","2016-04-05",39.9064196235,-75.0262943766
36590522,"1","Claytonia virginica","2018-04-28",36.1400638889,-79.4309472222
36734067,"1","Claytonia virginica","2013-03-29",38.8597166,-76.6880691
36742910,"1","Claytonia virginica","2019-04-07",34.6203116667,-87.8042916667
36917391,"1","Claytonia virginica","2019-04-20",35.36695,-90.25344
37724032,"1","Claytonia virginica","2020-01-18",35.15490283,-89.99507833
38255329,"1","Claytonia virginica","2020-02-02",30.3682460785,-92.0399856567
38255452,"1","Claytonia virginica","2020-02-02",30.3683834076,-92.0400009155
38301950,"1","Claytonia virginica","2020-02-03",36.0748057952,-86.8810814247
38311531,"1","Claytonia virginica","2020-02-04",33.29545375,-87.0947140278
38442519,"1","Claytonia virginica","2020-02-08",31.781223421,-96.0708042608
60109,"1","Claytonia virginica","2012-03-25",39.4309081939,-81.5024581744
80459,"1","Claytonia virginica","2012-03-12",33.9746128844,-96.1656045914
148345,"1","Claytonia virginica","2009-04-25",41.2225647,-81.5128397751
207191,"1","Claytonia virginica","2013-02-28",37.5444412139,-77.509059906
242357,"1","Claytonia virginica","2013-04-20",40.5048231618,-80.4266543228
250937,"1","Claytonia virginica","2013-05-01",43.090151,-84.783426
465438,"1","Claytonia virginica","2010-04-17",41.682015,-87.862558
532093,"1","Claytonia virginica","2013-04-07",38.798547,-77.471809
555917,"1","Claytonia virginica","2013-05-26",44.909219,-90.906581
581944,"1","Claytonia virginica","2014-03-24",41.54003614,-88.85656848
624721,"1","Claytonia virginica","2012-04-04",33.407384,-94.162543
630617,"1","Claytonia virginica","2014-04-18",35.934886,-78.97875
631056,"1","Claytonia virginica","2013-05-08",43.066871,-87.890565
631602,"1","Claytonia virginica","2014-04-17",41.540063,-88.8564
632016,"1","Claytonia virginica","2014-04-19",39.217684,-77.455071
634179,"1","Claytonia virginica","2014-04-20",35.984418,-79.060873
634791,"1","Claytonia virginica","2014-04-19",40.104888,-77.561319
641623,"1","Claytonia virginica","2014-04-24",41.6065238891,-81.0200008872
654495,"1","Claytonia virginica","2014-05-02",40.315865,-79.8451780556
659393,"1","Claytonia virginica","2014-05-04",41.008699,-80.004041
671110,"1","Claytonia virginica","2014-05-10",41.205631,-81.515446
694346,"1","Claytonia virginica","2014-05-03",38.981583,-77.039288
712872,"1","Claytonia virginica","2014-05-06",41.629315,-86.155761
733863,"1","Claytonia virginica","2014-05-18",41.078027,-80.687559
1309510,"1","Claytonia virginica","2015-03-21",36.086783,-79.006638
1333652,"1","Claytonia virginica","2015-03-23",35.88529722,-79.01938649
1368880,"1","Claytonia virginica","2015-04-05",40.3204883333,-80.1094055
1378499,"1","Claytonia virginica","2015-04-08",40.216333,-84.724373
1385949,"1","Claytonia virginica","2015-04-11",41.068396,-80.085599
1393747,"1","Claytonia virginica","2015-04-14",41.1361666667,-81.5703333333
1394570,"1","Claytonia virginica","2015-04-12",38.737785,-76.707677
1399167,"1","Claytonia virginica","2015-04-11",37.618661,-89.195638
1408765,"1","Claytonia virginica","2015-04-18",40.519835,-80.08544
1438914,"1","Claytonia virginica","2015-04-27",40.777244,-74.432547
1457018,"1","Claytonia virginica","2015-05-01",45.4399833333,-73.9338383333
1463997,"1","Claytonia virginica","2015-05-07",44.6243004696,-73.2304067814
1976692,"1","Claytonia virginica","2015-03-21",34.657498,-80.520365
2513333,"0","Claytonia virginica","2015-12-29",41.3948049763,-81.7941169144
2662139,"1","Claytonia virginica","2016-02-09",32.588861,-97.098974
2700387,"1","Claytonia virginica","2016-02-20",35.505924,-93.321149
2735045,"1","Claytonia virginica","2016-02-28",32.5883331299,-97.0997238159
2744139,"1","Claytonia virginica","2016-03-04",35.0835356908,-89.8691174203
2751051,"1","Claytonia virginica","2016-03-06",35.984188,-79.061587
2759592,"1","Claytonia virginica","2016-03-08",41.711584,-87.898951
2774690,"1","Claytonia virginica","2016-03-11",41.1620305,-87.9184583333
2774699,"0","Claytonia virginica","2016-03-11",41.4036533333,-88.18463
2808405,"1","Claytonia virginica","2016-03-18",36.204075,-78.52278
2816255,"1","Claytonia virginica","2016-03-21",37.514383,-89.037473
2821823,"1","Claytonia virginica","2016-03-23",37.7131057222,-89.2207933245
2823315,"1","Claytonia virginica","2016-03-10",33.3651303647,-97.0112950355
2829420,"1","Claytonia virginica","2016-03-24",40.534289,-80.157549
2833389,"1","Claytonia virginica","2016-03-26",38.945641,-77.06136
2833625,"1","Claytonia virginica","2016-03-26",41.80541948,-87.80609207
2837310,"1","Claytonia virginica","2016-03-27",32.3083859259,-95.2576938301
2853534,"1","Claytonia virginica","2016-03-29",40.517988,-74.489325
2859309,"1","Claytonia virginica","2016-03-31",40.647781,-74.969072
2867260,"1","Claytonia virginica","2016-04-02",38.9464747,-77.0584239
2868671,"1","Claytonia virginica","2016-04-02",39.2113466667,-76.910405
2869210,"1","Claytonia virginica","2016-04-02",39.647924,-79.984253
2872774,"1","Claytonia virginica","2016-03-30",39.7305366667,-84.1676866667
2874943,"1","Claytonia virginica","2016-04-03",33.1916666667,-87.4786111111
2932955,"1","Claytonia virginica","2016-03-27",41.1204701476,-81.5202855506
2939462,"1","Claytonia virginica","2016-04-14",40.2930215815,-74.726071161
2942917,"1","Claytonia virginica","2016-04-15",44.7629085063,-73.3421051821
2957043,"1","Claytonia virginica","2016-04-17",40.9685281729,-81.2084305509
2959493,"1","Claytonia virginica","2016-04-17",40.6189433718,-89.0188279935
2962321,"1","Claytonia virginica","2016-04-17",40.205075,-88.3979416667
2976889,"1","Claytonia virginica","2016-04-19",41.03685166,-81.85428652
2977084,"1","Claytonia virginica","2016-04-14",41.43927,-90.5559783333
2978647,"1","Claytonia virginica","2016-04-19",39.7590516667,-78.360275
2984012,"1","Claytonia virginica","2016-04-20",37.7142180234,-89.2210685731
3005707,"1","Claytonia virginica","2016-04-22",41.3323666667,-81.4087966667
3009139,"1","Claytonia virginica","2016-04-22",35.623437,-95.96055
3011889,"1","Claytonia virginica","2016-04-23",40.5633717729,-80.1242427808
3023839,"1","Claytonia virginica","2016-04-24",41.8472,-87.879212
3024486,"1","Claytonia virginica","2016-04-16",37.716581,-84.296449
3031418,"1","Claytonia virginica","2016-04-23",39.2396349623,-76.7260214454
3031609,"1","Claytonia virginica","2016-03-29",39.0059583333,-77.2449866667
3046041,"1","Claytonia virginica","2016-04-26",40.96893,-82.476629
3052727,"0","Claytonia virginica","2016-04-28",37.374959,-88.9151
3069281,"1","Claytonia virginica","2016-04-30",41.008298,-80.004445
3071837,"1","Claytonia virginica","2016-04-21",39.1294833333,-89.9051444444
3075427,"1","Claytonia virginica","2016-04-16",39.903141,-76.367017
3137107,"1","Claytonia virginica","2016-05-09",40.5158818793,-74.4350753725
3137200,"1","Claytonia virginica","2016-04-29",40.592171,-74.556495
3157542,"1","Claytonia virginica","2016-05-12",40.2928108955,-74.727667328
3161919,"1","Claytonia virginica","2012-04-17",38.994199,-77.252362
3175510,"1","Claytonia virginica","2016-05-08",40.9115033333,-80.0356221667
3183381,"1","Claytonia virginica","2016-05-09",40.560634,-74.646767
3188608,"1","Claytonia virginica","2016-05-16",41.2316242,-81.552803563
3205542,"1","Claytonia virginica","2016-05-18",41.9800362457,-87.7405073774
3235933,"1","Claytonia virginica","2016-05-20",39.774344503,-75.5858046469
3237162,"1","Claytonia virginica","2016-05-20",41.21625265,-81.52209195
3238684,"1","Claytonia virginica","2016-04-25",43.578627,-84.85077
3316138,"1","Claytonia virginica","2016-05-27",41.5053638889,-88.1826638889
3974300,"1","Claytonia virginica","2016-04-10",40.6005621,-74.1581129
4012989,"1","Claytonia virginica","2016-02-09",34.8176060056,-92.4547898769
4044551,"1","Claytonia virginica","2016-03-13",40.5055284,-74.4458192
5062723,"1","Claytonia virginica","2016-03-31",39.9132148886,-75.6794071198
5066550,"1","Claytonia virginica","2017-02-05",30.4721383333,-96.22867
5176426,"1","Claytonia virginica","2017-02-25",30.5348150834,-91.1183717214
5183878,"1","Claytonia virginica","2017-02-26",36.553564,-87.306881
5185208,"1","Claytonia virginica","2017-02-26",40.3578634,-89.1241445
5232918,"1","Claytonia virginica","2017-03-05",40.73034831,-89.50870514
5237523,"1","Claytonia virginica","2011-05-07",43.3040063,-80.3930294
5245060,"1","Claytonia virginica","2017-03-07",32.5881652657,-97.0984736544
5286258,"1","Claytonia virginica","2017-03-10",30.7991666667,-94.3769444444
5302250,"1","Claytonia virginica","2017-03-12",31.5513303894,-95.2385902405
5389790,"1","Claytonia virginica","2017-03-18",33.2861372223,-95.6804268436
5390125,"1","Claytonia virginica","2017-03-18",34.1379,-82.0149833333
5398995,"1","Claytonia virginica","2017-03-19",35.969405,-78.966468
5400788,"1","Claytonia virginica","2017-03-19",35.8881581059,-78.6234928672
5401075,"1","Claytonia virginica","2017-03-19",38.9461008646,-77.060990939
5409690,"1","Claytonia virginica","2015-04-28",41.2689311,-81.6393255
5456150,"1","Claytonia virginica","2017-03-25",38.8855158349,-76.7967726235
5468763,"1","Claytonia virginica","2017-03-26",35.46309336,-87.27036597
5469037,"1","Claytonia virginica","2017-03-26",41.4891373879,-87.6559424401
5480284,"1","Claytonia virginica","2017-03-27",38.1928246748,-76.4210023732
5490234,"1","Claytonia virginica","2017-03-28",35.969329834,-78.966583252
5499756,"1","Claytonia virginica","2017-03-29",41.5121605223,-87.9702535347
5512307,"1","Claytonia virginica","2017-03-28",38.9462283333,-92.4465733333
5522534,"0","Claytonia virginica","2017-03-31",42.1405195,-87.8186716667
5542707,"1","Claytonia virginica","2017-04-02",35.8398927426,-80.1558319484
5556229,"1","Claytonia virginica","2017-04-03",40.4797068964,-74.43205621
5558265,"1","Claytonia virginica","2017-04-03",39.5349416667,-80.7637633333
5568845,"1","Claytonia virginica","2017-04-04",40.2920916667,-74.7279133333
5572380,"1","Claytonia virginica","2017-04-04",42.1241216829,-93.562986441
5575571,"1","Claytonia virginica","2017-04-04",40.2919086887,-74.7286686699
5584960,"1","Claytonia virginica","2017-04-05",36.9809438428,-80.3898152523
5588655,"1","Claytonia virginica","2017-04-01",36.065708,-95.989256
5613912,"1","Claytonia virginica","2017-04-08",35.4204416667,-80.0242778333
5618909,"1","Claytonia virginica","2017-04-08",38.9772007009,-77.212726269
5624956,"0","Claytonia virginica","2017-04-09",44.8084666667,-88.7704783333
5639801,"1","Claytonia virginica","2016-03-31",41.2698503906,-81.6393040491
5639990,"1","Claytonia virginica","2017-04-10",37.7586500018,-80.9013506178
5640205,"1","Claytonia virginica","2016-03-31",41.2697858727,-81.6392396714
5664888,"1","Claytonia virginica","2017-04-12",40.1122353645,-82.9589244817
5676511,"1","Claytonia virginica","2017-04-13",39.56573,-84.2419583333
5677929,"1","Claytonia virginica","2017-04-13",40.6256387523,-74.1206371599
5718866,"1","Claytonia virginica","2017-04-15",38.8484052569,-77.1032145248
5724976,"1","Claytonia virginica","2017-04-15",41.7731285,-87.5851498
5729023,"1","Claytonia virginica","2017-04-15",41.3766670227,-81.556388855
5747246,"1","Claytonia virginica","2017-04-15",40.593825,-74.1500883333
5747445,"1","Claytonia virginica","2017-04-15",40.3048699317,-74.6872258186
5753405,"1","Claytonia virginica","2017-04-16",41.3181996206,-83.423279822
5758294,"1","Claytonia virginica","2017-04-16",42.69857712,-84.52870364
5758632,"1","Claytonia virginica","2017-04-16",37.5274434686,-77.4808736612
5761968,"1","Claytonia virginica","2017-04-15",35.7182597104,-78.7535834312
5774272,"1","Claytonia virginica","2017-04-16",40.504863,-80.363991
5793915,"1","Claytonia virginica","2017-04-17",40.2929033333,-74.7247466667
5795806,"1","Claytonia virginica","2017-03-27",39.5489227597,-82.4770420782
5800311,"1","Claytonia virginica","2017-04-17",41.8939521304,-87.82759225
5803345,"1","Claytonia virginica","2017-04-17",35.9732666016,-78.9625854492
5806636,"1","Claytonia virginica","2017-04-17",42.181725,-83.422486
